Commune;Commune 2;Numéro voie;Nom voie;INSEE;EPCI;Canton;Arrondissement;Numéro de tronçon;Identifiant tronçon;Code itinéraire;PNR Perche;PROPAGEACC;Statut;Propriétaire;Type propriété;Date inscription PDIPR;Date délibération commune;PDF délibération commune;URL délibération commune;Date délibération CD;PDF délibération CD;URL délibération CD;geo_point_2d;geo_shape;Longueur;OBJECTID;SHAPE_LENG;st_length(shape)
Villiers-le-Morhier;;1;dit des Terrains Communaux;28417;Les Portes Euréliennes d'Ile-de-France;Epernon;DREUX;tr13.2;tr13.2-28417;TCentre.26-28227;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-08-31;;;;;;48.6181404049807, 1.5552499980998946;"{""coordinates"": [[1.5573460681900981, 48.61457726292999], [1.5567067688887215, 48.61536931303785], [1.5568362030662573, 48.61593201563977], [1.556775054850148, 48.61606595600136], [1.5562386452060333, 48.61662335346275], [1.555671076444269, 48.617285962317595], [1.5553750088148812, 48.617706853369825], [1.5551469970920673, 48.6181634940273], [1.5546544821798953, 48.61909775336976], [1.5538447288632924, 48.61994960380165], [1.553662787470857, 48.62019648360009], [1.5536560056349937, 48.620411481815026], [1.5538985068506554, 48.6210231252192], [1.55377970159688, 48.621382806537895], [1.553590906262045, 48.62185793859925]], ""type"": ""LineString""}";884;1163;884.32265772;884.3226577322557
Villiers-le-Morhier;;;dit des Digues;28417;Les Portes Euréliennes d'Ile-de-France;Epernon;CHARTRES;tr16.2;tr16.2-28417;F8.B-28227,GR655-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-08-31;;;;;;48.60419272761295, 1.559611578968727;"{""coordinates"": [[1.5565414329656828, 48.6075644941597], [1.5567852078227353, 48.6073151314667], [1.556931135033562, 48.60696936629772], [1.5572327173615406, 48.606573967995914], [1.558047837826068, 48.6058386626577], [1.5590243644162927, 48.60499045043296], [1.559153063845097, 48.60448736947738], [1.5591411495962602, 48.60361600927146], [1.5592625116656387, 48.60337944071536], [1.5596720832175193, 48.603103512743644], [1.5604150109485295, 48.60271259718461], [1.560944205466573, 48.602523804618386], [1.5614927007657553, 48.60241617607981], [1.5622872095375457, 48.60231285602807], [1.5627760522696306, 48.6022295397954], [1.563506876310484, 48.60214561149326]], ""type"": ""LineString""}";874;1164;874.73695508;874.7369550741522
Villiers-le-Morhier;;2;dit de la Fontaine;28417;Les Portes Euréliennes d'Ile-de-France;Epernon;DREUX;tr18.1;tr18.1-28417;F8.B-28227;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-08-31;;;;;;48.615713060503275, 1.5602645866566562;"{""coordinates"": [[1.5573460681900981, 48.61457726292999], [1.5604788552919886, 48.61579583065534], [1.5625011913164655, 48.616560977616984], [1.5629772838863418, 48.616790036625844], [1.563007005665222, 48.61700354086245]], ""type"": ""LineString""}";506;1167;506.56090997;506.56090996846643
Les Villages Vovéens;LES VILLAGES VOVEENS;102;dit de la Vallée de Sazeray;28422;Cœur de Beauce;Voves;CHARTRES;tr12.1;tr12.1-28422;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-06-21;;;;;;48.263780366090316, 1.6035263960072341;"{""coordinates"": [[1.5988713946508954, 48.263107209597415], [1.5991725462915447, 48.26267744023805], [1.599363521277866, 48.26270351187032], [1.5995995305129989, 48.26271225995597], [1.599866257493438, 48.262739227877056], [1.6006084657700452, 48.26298908798578], [1.6022295828153257, 48.26337731222736], [1.6043240581696743, 48.263902054888874], [1.604504945998565, 48.26397264267811], [1.605345591434297, 48.26437839548926], [1.6059938765569708, 48.26464199376144], [1.6072596356381543, 48.26481762337607], [1.6077545059916107, 48.26481452206628], [1.6080455583146442, 48.264724006166205], [1.6083529107058219, 48.26460430266301]], ""type"": ""LineString""}";791;1170;791.99904394;791.9990439400068
Soulaires;;8;de Chartres à Epernon;28379;Les Portes Euréliennes d'Ile-de-France;Epernon;CHARTRES;tr7.1;tr7.1-28379;GR655-28000,GRPVE-28134;Non;1;Chemin rural;Commune;Domaine privé de la commune;2009-07-03;2008-12-23;;;;;;48.51315869216914, 1.5697430240657164;"{""coordinates"": [[1.570684537860195, 48.51406277177995], [1.5700417522219292, 48.51339014328403], [1.569456965352938, 48.51288542833319], [1.569006702836779, 48.512498862412926], [1.568730150030067, 48.51234105524691]], ""type"": ""LineString""}";240;1172;240.6352659;240.6352659009107
Soulaires;;8;de Chartres à Epernon;28379;Les Portes Euréliennes d'Ile-de-France;Epernon;CHARTRES;tr7.2;tr7.2-28379;FVTT1.B-28209;Non;1;Chemin rural;Commune;Domaine privé de la commune;2009-07-03;2008-12-23;;;;;;48.51629573293543, 1.5729463997055764;"{""coordinates"": [[1.570684537860195, 48.51406277177995], [1.571552130838554, 48.515053057565524], [1.5724347766092566, 48.51593202246014], [1.572860268862808, 48.516261480057224], [1.5735242895604775, 48.51673747125928], [1.575258945855211, 48.51848034833471]], ""type"": ""LineString""}";597;1173;597.4978655;597.4978655076897
Soulaires;;21;dite Sente de Rougemont;28379;Les Portes Euréliennes d'Ile-de-France;Epernon;CHARTRES;tr8.1;tr8.1-28379;FVTT1.B-28209;Non;1;Sente rurale;Commune;Domaine privé de la commune;2009-07-03;2008-12-23;;;;;;48.51720009843274, 1.571780749738116;"{""coordinates"": [[1.5744767570534335, 48.51858404354059], [1.5740280895924834, 48.518117433993], [1.573626581617704, 48.517728755029594], [1.5730857615085276, 48.51719259498478], [1.5725191007099888, 48.51720064978317], [1.5718514707209157, 48.51748590802356], [1.5713119205183739, 48.517057911877714], [1.5708051006556094, 48.516894404447136], [1.5701647943890384, 48.51672304113625], [1.569606466052499, 48.51650207384937], [1.5691156421721986, 48.51628148387115], [1.56897937305827, 48.51626784159689], [1.5687734556528683, 48.51621007088761]], ""type"": ""LineString""}";559;1174;559.2734831;559.2734831026908
Soulaires;;7;dit des Marnières;28379;Les Portes Euréliennes d'Ile-de-France;Epernon;CHARTRES;tr9.1;tr9.1-28379;FVTT1.C-28209;Non;1;Chemin rural;Commune;Domaine privé de la commune;2009-07-03;2008-12-23;;;;;;48.52290390095374, 1.5917537520586804;"{""coordinates"": [[1.5914750026049442, 48.5277553479239], [1.5916343096259744, 48.52756683692223], [1.5921711001916363, 48.52711290951184], [1.592362721731728, 48.52672375588045], [1.592564647653627, 48.52615545007949], [1.5927318878076868, 48.52551791827375], [1.5929021815201916, 48.52531917431237], [1.5928941456854786, 48.52468568763238], [1.592967511100681, 48.52388894694553], [1.5926228053961815, 48.523269821522504], [1.5922450555110947, 48.52257632846473], [1.592108984562499, 48.52206502425515], [1.5918427746807533, 48.52164681393786], [1.5916821241730006, 48.52116995124632], [1.5915532539054384, 48.52096520265361], [1.5912242130543173, 48.52044607821733], [1.5909898176599935, 48.52013972675472], [1.5909144057111777, 48.519991963202656], [1.5905132778398618, 48.519603108704935], [1.590074773915093, 48.519252733014014], [1.589666091527291, 48.51892320148864], [1.5892445922980987, 48.51869188197493], [1.5890078145820854, 48.51855339661742]], ""type"": ""LineString""}";1130;1175;1130.03813692;1130.0381369133586
Soulaires;;4;de Senainville à Dionval;28379;Les Portes Euréliennes d'Ile-de-France;Epernon;CHARTRES;tr1.3;tr1.3-28379;F3-28357;Non;1;Chemin rural;Commune;Domaine privé de la commune;2009-07-03;2008-12-23;;;;;;48.527501235338356, 1.591979422394187;"{""coordinates"": [[1.5914750026049442, 48.5277553479239], [1.591800471509004, 48.527658521503405], [1.5921406187225038, 48.52740213983295], [1.5924447476861783, 48.52717025098644]], ""type"": ""LineString""}";98;1176;98.50680809;98.50680809236644
Soulaires;;16;;28379;Les Portes Euréliennes d'Ile-de-France;Epernon;CHARTRES;tr12.1;tr12.1-28379;F3-28357;Non;1;Chemin rural;Commune;Domaine privé de la commune;2009-07-03;2008-12-23;;;;;;48.524291055725584, 1.5956390039016544;"{""coordinates"": [[1.5961748281677866, 48.52463050266321], [1.5953862119688174, 48.524136157744564], [1.5951124873913602, 48.52393781190395]], ""type"": ""LineString""}";109;1178;109.97943771;109.97943770477697
Saint-Denis-Lanneray;SAINT-DENIS-LANNERAY;9;dit de Bussard;28334;Grand Châteaudun;Châteaudun;CHATEAUDUN;tr34.1;tr34.1-28334;FVTT5.A,FVTT5.B,FVTT5.C,FVTT5.D,FEq.5;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-12-05;2008-06-27;;;;;;48.07293897720752, 1.2784091842277638;"{""coordinates"": [[1.277277428047131, 48.070942819762166], [1.2773746375372026, 48.071558662819236], [1.2774648350152278, 48.0717350201216], [1.2781698504514896, 48.07234545851906], [1.2786806644116009, 48.07286374942183], [1.279066978102396, 48.07344094761196], [1.2791966715586978, 48.07371432938591], [1.2792477275587857, 48.073947269259435], [1.2791247132115255, 48.07412408183771], [1.2787480413567385, 48.07439721170999], [1.278738765418221, 48.07451853047636], [1.279053072615101, 48.07485176550596]], ""type"": ""LineString""}";493;1180;493.0083221;493.00832210417354
Cloyes les Trois Rivières;CLOYES-LES-TROIS-RIVIERES;23;de Mainferme à Vivier;28103;Grand Châteaudun;Brou;CHATEAUDUN;tr26.1;tr26.1-28340;THVL.18-28340;Non;1;Chemin rural;Commune;Domaine privé de la commune;2010-10-01;2010-03-24;;;;;;48.04150565270853, 1.249230624344039;"{""coordinates"": [[1.2464785385892958, 48.04304599598012], [1.2468002122165043, 48.04276976479892], [1.2478736000336905, 48.042099860217185], [1.250258812069909, 48.04063496401638], [1.2512258779615015, 48.040816041421806], [1.2522085626536645, 48.04095447411456]], ""type"": ""LineString""}";538;1182;538.89918332;538.8991833213105
