Commune;Commune 2;Numéro voie;Nom voie;INSEE;EPCI;Canton;Arrondissement;Numéro de tronçon;Identifiant tronçon;Code itinéraire;PNR Perche;PROPAGEACC;Statut;Propriétaire;Type propriété;Date inscription PDIPR;Date délibération commune;PDF délibération commune;URL délibération commune;Date délibération CD;PDF délibération CD;URL délibération CD;geo_point_2d;geo_shape;Longueur;OBJECTID;SHAPE_LENG;st_length(shape)
Marolles-les-Buis;;7;de Marolles à la Saillanderie;28237;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr2.1;tr2.1-28237;F7.C-28237,TPerche.12-28237,St.Michel-28085;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.36315228611163, 0.9254508681853827;"{""coordinates"": [[0.9262932902399221, 48.36338844799262], [0.9258531467778699, 48.36333609388198], [0.9253770537072254, 48.3631759531781], [0.9251412945603732, 48.36303787955597], [0.9246509897827012, 48.36278521290885]], ""type"": ""LineString""}";141;324;141.77311599;141.77311599043585
Marolles-les-Buis;;1;des Bréhaudières au Moulin Neuf;28237;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr5.1;tr5.1-28237;F7.C-28237,VTT13-28236,St.Michel-28085;Oui;1;Sentier rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-04;;;;;;48.36032119982019, 0.9149863456044389;"{""coordinates"": [[0.9156186498677652, 48.36149752053417], [0.9153291949587914, 48.36125635153281], [0.9152555418333777, 48.36113123054697], [0.9152660019587777, 48.36099155806827], [0.9153961584574222, 48.36082890354534], [0.9152522590371416, 48.360402507476316], [0.915098931806169, 48.36021407118292], [0.9145515374073947, 48.35987105880311], [0.9144365579952103, 48.359713363883714], [0.9144098734956931, 48.35955747988931], [0.9143824926110654, 48.35942734257584], [0.9145874009424837, 48.35939581851076], [0.9146692133037645, 48.35934323432449], [0.9146717858015473, 48.359248485958815]], ""type"": ""LineString""}";299;326;299.41929747;299.41929747738936
Frazé;;6;dit du Boulay du Parc;28161;Terres du Perche;Brou;NOGENT-LE-ROTROU;tr36.1;tr36.1-28161;FVTT7.C-28061;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-29;;;;;;48.27729354489423, 1.1130493094310085;"{""coordinates"": [[1.1101028938671123, 48.2755757721453], [1.110261088118561, 48.27638936470411], [1.1103706335065786, 48.2766709576083], [1.1106176640495482, 48.27750935294056], [1.1107277962792144, 48.277571834340726], [1.1114865825892548, 48.27759123286198], [1.1127846244694928, 48.27751537519984], [1.1140424256192023, 48.27750686380491], [1.1148013205616698, 48.27750930481517], [1.1160643646045345, 48.277378353100424], [1.1162985271011803, 48.27741422987261], [1.1170822561568006, 48.27776771267309]], ""type"": ""LineString""}";714;330;714.65852684;714.6585268457844
Frazé;;5;de Grandhoux à Brou;28161;Terres du Perche;Brou;NOGENT-LE-ROTROU;tr33.2;tr33.2-28161;F41.D-28261,TPerche.28-28161;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-29;;;;;;48.28072274156347, 1.1165342807102538;"{""coordinates"": [[1.117067429631644, 48.27785523813595], [1.1169373206747912, 48.278728649379225], [1.1167972264581174, 48.27961414727289], [1.116605663263355, 48.28026260649129], [1.1164624607431382, 48.28117141756825], [1.1164342471404145, 48.282103911922306], [1.1160924281365237, 48.28267993625887], [1.115792107883379, 48.28331452441111], [1.1157118141122346, 48.28348502555324]], ""type"": ""LineString""}";637;331;637.8919825;637.891982500896
Frazé;;64;dit du Moulin de l'Etang à la Floudière;28161;Terres du Perche;Brou;NOGENT-LE-ROTROU;tr39.1;tr39.1-28161;FVTT7.C-28061;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-29;;;;;;48.25825096257909, 1.110771500399597;"{""coordinates"": [[1.1112787026447697, 48.25668195411982], [1.1114881370704932, 48.25691878752227], [1.1111484863864693, 48.257739668571226], [1.1110523898623823, 48.25800126177296], [1.1107577310314178, 48.25838848369209], [1.1104897111772876, 48.258807865009025], [1.1102303391647201, 48.259170083734915], [1.1100547794523894, 48.259400997029736], [1.1099249153454587, 48.25954179789132], [1.1097743301350966, 48.25976323147235]], ""type"": ""LineString""}";372;332;372.92078147;372.9207814656971
Frazé;;65;dit chemin de la Supplicerie;28161;Terres du Perche;Brou;NOGENT-LE-ROTROU;tr40.1;tr40.1-28161;FVTT7.C-28061;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-10-29;;;;;;48.25942321975064, 1.111400813408695;"{""coordinates"": [[1.1097743301350966, 48.25976323147235], [1.110620429625796, 48.259538626981836], [1.1116050958325236, 48.25932813698171], [1.1121990371423158, 48.25927332710917], [1.113051774966682, 48.25925303295011]], ""type"": ""LineString""}";252;333;252.12628414;252.12628413587586
Illiers-Combray;;1;d'Illiers-Combray au Rouvray;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr19.1;tr19.1-28196;THVL.1-28196,St.Michel-28085,GR655-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.31964171189511, 1.2272695170037264;"{""coordinates"": [[1.2263136288455199, 48.32274873771603], [1.2267163300066504, 48.321604701240936], [1.2272626592169928, 48.32001159486968], [1.22741509869863, 48.319460272335625], [1.2275209402163467, 48.318702285527344], [1.228066682732928, 48.31648904555714]], ""type"": ""LineString""}";708;336;708.4734028;708.473402803066
Illiers-Combray;;18;de la Croix de Beaujoint à Guignard;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr21.1;tr21.1-28196;THVL.1-28196,St.Michel-28085,GR655-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.31296345835831, 1.228068440293159;"{""coordinates"": [[1.224466265730124, 48.31506460573337], [1.2252432579917587, 48.314915533961816], [1.2264630152538687, 48.31469093103087], [1.226834561319814, 48.31438802626483], [1.22722958710577, 48.31403942810527], [1.2275102134097122, 48.313695933458874], [1.2278432078067498, 48.31328596929017], [1.228218146857561, 48.31293717950818], [1.2285282283138892, 48.312660919982065], [1.228957663744503, 48.31234004446434], [1.2294158009040108, 48.3121177169933], [1.2298968736895297, 48.311743935086646], [1.2301630742905652, 48.3113907490316], [1.2303771543847153, 48.310995113714654], [1.2305977048971377, 48.310141210133395], [1.2307088072055445, 48.30975593975248]], ""type"": ""LineString""}";802;338;802.34644013;802.3464401323533
Illiers-Combray;;21;de la Petite Barre à Illiers-Combray;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr22.1;tr22.1-28196;THVL.1-28196,St.Michel-28085,GR655-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.303320304421895, 1.2352498672420296;"{""coordinates"": [[1.2311218642457937, 48.303967064131925], [1.2320372686248544, 48.30394205061557], [1.2327545107027897, 48.303839660197674], [1.2335386472643937, 48.30361823585889], [1.2343492968146317, 48.30324437418571], [1.235106283129118, 48.303020531197475], [1.235653368655562, 48.30293642114024], [1.2364478627943873, 48.30292445254277], [1.2372465957887222, 48.303052433592555], [1.2377526948957775, 48.303160142294], [1.238175538270233, 48.30315555998157], [1.2386548394703096, 48.30309721387909], [1.239396837348061, 48.30292074236071]], ""type"": ""LineString""}";646;339;646.70422032;646.704220320493
Arcisses;ARCISSES;10;de Margon à la Cour à Prix;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr7.3;tr7.3-28236;F34.B-28236,TPerche.4-28236,St.Michel-28085;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.34422033804831, 0.8632301596844625;"{""coordinates"": [[0.8660829619169593, 48.34607330253288], [0.8658584717591993, 48.34538733156944], [0.8656111655364204, 48.34511329404323], [0.8653326278453157, 48.3449058304454], [0.8651048438627142, 48.344707241853826], [0.8648276044470041, 48.34439883165361], [0.864404157986649, 48.34395878306985], [0.8641540295594047, 48.34378566971855], [0.8636588674370391, 48.34369809245454], [0.8628666857637347, 48.3436212240099], [0.8621438972481165, 48.34365957367236], [0.860894362774899, 48.34390870251407], [0.8602196761129198, 48.34404963611264], [0.8596197676042765, 48.34405963210429]], ""type"": ""LineString""}";641;342;641.5923813;641.5923812922756
Illiers-Combray;;24;d'Iliers-Combray à la Petite Barre;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr10.1;tr10.1-28196;THVL.1-28196,GR655-28000;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.30227458161941, 1.2406229991367188;"{""coordinates"": [[1.2399771871133909, 48.30256661311448], [1.2402187665657811, 48.30248506716913], [1.2406827211174238, 48.30228351153523], [1.2409169225265653, 48.30210421895386], [1.2411312346221273, 48.301987539462075], [1.2412418496358901, 48.30192731654102]], ""type"": ""LineString""}";118;345;118.66322569;118.66322569452969
Arcisses;ARCISSES;8;de Margon à Ozée;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr8.3;tr8.3-28236;VTT1-28280,VTT2-28236,VTT4-28236,VTT5-28236,VTT13-;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-12-10;2007-09-21;;;;;;48.341172751818725, 0.8438215427686648;"{""coordinates"": [[0.8396902211830161, 48.33784319307512], [0.8397301374541638, 48.338378265778246], [0.8397325932291159, 48.33867088542512], [0.8402601081676636, 48.33908350170951], [0.8415750100785788, 48.34000886592487], [0.8425728829510077, 48.34072723783378], [0.8428024441446578, 48.34085995888265], [0.8432438955087181, 48.341040695674096], [0.8434862283073992, 48.34115915284607], [0.8438760902443354, 48.34136086798743], [0.8441779096246443, 48.341506864255905], [0.8444945933646106, 48.341836430632995], [0.8450497695316593, 48.3423111882753], [0.8454163095783804, 48.34251643544823], [0.8457971311590484, 48.34263766917481], [0.8464406017119458, 48.34275653315153], [0.8469713453061932, 48.34288048942345], [0.8474390092659377, 48.34297471965889], [0.8484836002883951, 48.343181883233726], [0.8489414102012551, 48.34321737132195]], ""type"": ""LineString""}";969;350;969.60346147;969.6034614739295
Illiers-Combray;;216;de la Leu à Tansonville par Monjouvin;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr32.1;tr32.1-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.27865634486356, 1.2296411281716813;"{""coordinates"": [[1.2378323124909645, 48.278238415829215], [1.2352592705933796, 48.27822425008157], [1.2333894848255593, 48.27826133812176], [1.2320981293767872, 48.278339722713035], [1.2312306973236802, 48.27841009441818], [1.229746792307815, 48.278643824129], [1.2285430667239814, 48.27878550742987], [1.225894416528137, 48.27917169788376], [1.2237418509960634, 48.27906575101213], [1.2214579355217452, 48.27897923067025]], ""type"": ""LineString""}";1225;355;1225.44990317;1225.4499031791556
Illiers-Combray;;86;du Bourg Joli aux Dauffrais;28196;Entre Beauce et Perche;Illiers-Combray;NOGENT-LE-ROTROU;tr41.1;tr41.1-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.31490432262195, 1.1753503303878807;"{""coordinates"": [[1.1733406224503966, 48.313463871589384], [1.1733573547970224, 48.31477080861073], [1.173364274506599, 48.31518880673239], [1.1739103893587544, 48.315036506354865], [1.1745783379741537, 48.31496779427271], [1.175546616174325, 48.31490214050549], [1.1763661217508885, 48.31499881244087], [1.1776026478881254, 48.315234535976174], [1.1786163270020331, 48.31548905709458]], ""type"": ""LineString""}";595;359;595.20746226;595.2074622610392
Illiers-Combray;;17;dit de Guignard;28196;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr20.2;tr20.2-28196;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-06-27;;;;;;48.316401962939196, 1.229005501888099;"{""coordinates"": [[1.228066682732928, 48.31648904555714], [1.2286961630329525, 48.3164398107365], [1.2293735038721474, 48.31636428844515], [1.2299430883960603, 48.31630176871207]], ""type"": ""LineString""}";140;360;140.69042667;140.6904266668242
Trizay-Coutretot-Saint-Serge;;;de la Bruyère aux Roucherais;28395;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr2.2;tr2.2-28395;F35.C-28280,T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-27;;;;;;48.30506143791067, 0.8691575757792245;"{""coordinates"": [[0.8654735464511586, 48.30485803965483], [0.8659477037923625, 48.30478443332613], [0.866380646825474, 48.30480295666464], [0.8674922224095836, 48.30511947820991], [0.8682286245189755, 48.305220827195484], [0.8689815119157633, 48.305232038398934], [0.8696494570720297, 48.30516229680499], [0.8706604683877645, 48.30501416738107], [0.8709699582661394, 48.30504993477836], [0.8715353796202774, 48.30523513878196], [0.8718141778294392, 48.30522586503133], [0.8723394963160404, 48.304945973273846], [0.8727885660890071, 48.30484158568258]], ""type"": ""LineString""}";572;369;572.17174946;572.1717494553582
Trizay-Coutretot-Saint-Serge;;;dit Chemin de Fauchet;28395;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr3.1;tr3.1-28395;F35.C-28280,T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-27;;;;;;48.30010873006773, 0.8738560382923255;"{""coordinates"": [[0.8727885660890071, 48.30484158568258], [0.8731081847971703, 48.30473832317236], [0.8731866937535884, 48.304650432125825], [0.8732067629555758, 48.30441860752987], [0.8732467930855308, 48.30422286200358], [0.8733235537518036, 48.30404563722111], [0.8733534585188358, 48.30383542131641], [0.8733894342122552, 48.303607454758584], [0.8735344311889177, 48.303331437877205], [0.8739548043256231, 48.30289674227152], [0.874108972496199, 48.30268436289927], [0.8740454275073056, 48.3022118394847], [0.8739384764864387, 48.30154550878022], [0.873987625920428, 48.30089020366446], [0.8737124931454983, 48.30064485266905], [0.8733878427610743, 48.300331817946855], [0.8731287075828194, 48.30011997842567], [0.8728850470806909, 48.299922704834486], [0.8726476035441351, 48.29970411036356], [0.8725913350463123, 48.29950663291309], [0.8726232585098415, 48.2992464430452], [0.8729133624519424, 48.29855867145254], [0.8731478887443467, 48.298224788136835], [0.8734899028378761, 48.29780972339639], [0.8737206983123794, 48.29725865048643], [0.8738175487826855, 48.29711393394689], [0.8744149726712497, 48.29716753485803], [0.8753447920594974, 48.29720924080812], [0.8760638193479263, 48.29730073753815], [0.8766741306195603, 48.29743314299809]], ""type"": ""LineString""}";1157;370;1157.77008654;1157.7700865410372
Yèvres;;48;dit de la Vallée Trocheuse;28424;Grand Châteaudun;Brou;CHATEAUDUN;tr9.1;tr9.1-28424;;Non;1;Chemin rural;Commune;Domaine privé de la commune;2011-12-02;2011-06-27;;;;;;48.1977527725579, 1.2116615847407297;"{""coordinates"": [[1.21416953066324, 48.19961632365867], [1.2136633674571597, 48.19925861541338], [1.2134051779916313, 48.19899395508533], [1.2129544597634445, 48.198419192141095], [1.2126028360986667, 48.198231699543165], [1.2120979254600774, 48.197995450218286], [1.2116714251111182, 48.1978103932154], [1.211151106528903, 48.19755604623418], [1.210952056744247, 48.19743872681274], [1.2102874166649646, 48.19687142697904], [1.2098313031257328, 48.19645730779078], [1.20944170764126, 48.19612992178643], [1.2092544094767266, 48.19578020274427]], ""type"": ""LineString""}";571;378;571.57970852;571.5797085242989
Yèvres;;46;du Chêne aux Dames à Mifoucher;28424;Grand Châteaudun;Brou;CHATEAUDUN;tr10.1;tr10.1-28424;TPerche.29-28424;Non;1;Chemin rural;Commune;Domaine privé de la commune;2011-12-02;2011-06-27;;;;;;48.198097660243285, 1.2047858109900773;"{""coordinates"": [[1.2092544094767266, 48.19578020274427], [1.208228840085416, 48.196351046438295], [1.2074493431634066, 48.19677996225846], [1.206990412249691, 48.1970537199324], [1.2045442513684865, 48.19839064500543], [1.2035011837290215, 48.19894927478253], [1.2029889976390264, 48.199215334333765], [1.2021639845895522, 48.199384352752205], [1.201213347282572, 48.19958121856151], [1.2004420659656325, 48.199723850142846], [1.2000922762432593, 48.199814175861526]], ""type"": ""LineString""}";827;379;827.48831059;827.4883105829041
Trizay-Coutretot-Saint-Serge;;;de la Sorie à l'Archarge et à Thiron;28395;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr16.1;tr16.1-28395;F14.A-28407;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-27;;;;;;48.28405664363979, 0.9055118713968505;"{""coordinates"": [[0.8941723278460996, 48.279553025730635], [0.8943503511378698, 48.27956214832969], [0.8951332747587644, 48.27983506357469], [0.8955120238567463, 48.27995492132656], [0.8957976609121544, 48.280061213488864], [0.8961518791500195, 48.28046044782221], [0.8966895369598986, 48.28084508332477], [0.8973935881146325, 48.281307092955686], [0.8980451211411358, 48.28174435005728], [0.8987356399592672, 48.28209894778349], [0.8993389300405129, 48.28240436278728], [0.8996075430129419, 48.282602623026264], [0.899949669663366, 48.28285874565241], [0.9004926658381536, 48.283222618948656], [0.9008598115425136, 48.28341071727531], [0.9015772765888271, 48.283649681742105], [0.9024559061343802, 48.28387363912439], [0.9029033312302399, 48.283950038144866], [0.9034719214421056, 48.28400774596781], [0.904093523189133, 48.28407829722013], [0.9047683723857826, 48.28415574136853], [0.9050379974998722, 48.28421707571468], [0.905407304350208, 48.284335808857215], [0.9059536904219929, 48.284519057812396], [0.9066807215695001, 48.284622245372205], [0.9074295571314962, 48.2848666662495], [0.9081653720097357, 48.285094006557145], [0.9088368163601455, 48.28525769277051], [0.9096966414001392, 48.28539493771323], [0.9102927050905619, 48.285435237151155], [0.9108117025031711, 48.28550691632235], [0.911424628705936, 48.28568443814344], [0.9119846642770654, 48.285846138912675], [0.9124480609329102, 48.28597041024009], [0.9135865650658748, 48.2862792409673], [0.9147874823827334, 48.28658916069044], [0.916591081507229, 48.287196119772496], [0.9174022807352851, 48.287391587081714]], ""type"": ""LineString""}";1978;383;1978.4615208;1978.461520798178
Vichères;;12;de Touchebraud;28407;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr1.1;tr1.1-28407;F14.A-28407,VTT19-28***;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-07-24;;;;;;48.28616241306796, 0.9187014142311398;"{""coordinates"": [[0.9174646182949134, 48.28735071709277], [0.9178337947792544, 48.2870691166513], [0.9183645366584269, 48.2868384093246], [0.9184878183780798, 48.28676616001599], [0.9186424259975396, 48.28657836985584], [0.9187833239172594, 48.286173037578806], [0.9190237538660981, 48.285764726379064], [0.9191968899190536, 48.28547009610126], [0.9196527276410643, 48.2847583082576], [0.9196441616902951, 48.28469798835789]], ""type"": ""LineString""}";347;385;347.50272231;347.50272230465043
Vichères;;16;du Calvaire à la Manorière;28407;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr10.1;tr10.1-28407;TPerche.14-28407,VTT19-28***;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-07-24;;;;;;48.267461760703014, 0.9062713266685651;"{""coordinates"": [[0.9054169490049402, 48.270631326048374], [0.9054995674672631, 48.270185958315196], [0.9056188806782094, 48.269988627386674], [0.9059430380806333, 48.26979790059444], [0.9060632955626802, 48.269576772039755], [0.9060367386146984, 48.26901071319856], [0.9061636814555514, 48.26839676798885], [0.9062684258594277, 48.26789256940934], [0.9063671977628693, 48.26697746871981], [0.9064909082926016, 48.26655695592607], [0.9066453307002662, 48.26614889272008], [0.906797252770001, 48.265466921822224], [0.9068502276305829, 48.26514338930113], [0.9068033785909817, 48.26497586039761], [0.9065849008239417, 48.26475171006239], [0.9063490767486927, 48.26451534421138], [0.9063452723228015, 48.264417506157116], [0.9062958001831648, 48.26428518791099]], ""type"": ""LineString""}";735;389;735.58016396;735.5801639615445
Vichères;;17;dit du Plessis;28407;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr11.1;tr11.1-28407;TPerche.14-28407,VTT19-28***;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-07-24;;;;;;48.2639119906194, 0.907175144853784;"{""coordinates"": [[0.9062958001831648, 48.26428518791099], [0.9066375058009044, 48.26410072378923], [0.9072105254744872, 48.26392928371829], [0.90746509494244, 48.26380578725015], [0.9077918926707294, 48.26365975440146], [0.9080473798409893, 48.26351938408193]], ""type"": ""LineString""}";156;390;156.29008193;156.29008192944514
Vichères;;19;de Binvillé à la Mongordière;28407;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr17.1;tr17.1-28407;F42.C-28031,F14.B-28407;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-07-24;;;;;;48.258265283781576, 0.9179007600870186;"{""coordinates"": [[0.9236630981763921, 48.261232852170316], [0.9239190869091145, 48.259079775797765], [0.9150078227342986, 48.25842285124647], [0.9137697024457909, 48.2560052813758], [0.9108285869176393, 48.25688478055581]], ""type"": ""LineString""}";1428;393;1428.56311793;1428.5631179256018
Souancé-au-Perche;;;dit de la Moussardière;28378;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr2.1;tr2.1-28378;VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-07-04;2007-11-22;;;;;;48.27044272372225, 0.8428992028625398;"{""coordinates"": [[0.8362287871266813, 48.27087187542999], [0.8364600349074484, 48.270826400411146], [0.8372262087652393, 48.27112567628567], [0.8377078621293694, 48.271120478490865], [0.8380542599942375, 48.27098786351346], [0.8384389789040609, 48.270702220017704], [0.8388104829166623, 48.27050089215339], [0.8390757861184074, 48.27045172399413], [0.8395797959938395, 48.27042001653743], [0.8402310521237031, 48.27042005834854], [0.840732637804764, 48.27041922318522], [0.8411337255557048, 48.270370746798534], [0.8414336383631945, 48.270298316154594], [0.8418825323291301, 48.27019686965214], [0.8421354891769207, 48.27014753777352], [0.8424548278668034, 48.27015159259946], [0.8427504098761339, 48.270176982565495], [0.8433185712257342, 48.27027691908431], [0.8437873476406532, 48.27029007913041], [0.8442797044809078, 48.27028808227346], [0.8448044299026196, 48.27028752390228], [0.8451685580984007, 48.270344684280076], [0.8457252809412142, 48.270467131332104], [0.8461933868546323, 48.270503969633516], [0.8467375987449254, 48.27063243502027], [0.8470124366298112, 48.27062767170709], [0.8473490664942066, 48.27040321031771], [0.8476643022283677, 48.27017126323218], [0.8479988182800069, 48.27007555869734], [0.8483772189217179, 48.27006488946977], [0.8486740582907883, 48.27004597827405], [0.8489711272415618, 48.27007343008941], [0.8491974916169863, 48.27014532104262], [0.8495104022991842, 48.27043054393045]], ""type"": ""LineString""}";1076;398;1076.10546314;1076.1054631425504
Souancé-au-Perche;;;de Nogent-le-Rotrou aux Etilleux;28378;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr9.1;tr9.1-28378;VTT9-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-07-04;2007-11-22;;;;;;48.27598928163166, 0.8140952202048423;"{""coordinates"": [[0.8169028687288468, 48.265057061309435], [0.8170128700182955, 48.26563065298795], [0.8171124117342156, 48.266112363152196], [0.8171364566760279, 48.266565293033615], [0.8171836616667529, 48.26697578248649], [0.8174877870624133, 48.26770510076353], [0.8174804811054521, 48.267957386910865], [0.8173063270390295, 48.26849268026602], [0.8170207455428751, 48.269359036458866], [0.8167315439338562, 48.26996812371495], [0.8165167812418043, 48.270502375785725], [0.8165130950971711, 48.270935740147785], [0.8165982053010431, 48.27180893849857], [0.8165067702844648, 48.27212160662512], [0.8163707823618845, 48.27247631960436], [0.816210447705648, 48.27290202736553], [0.8159348160353351, 48.273589689813036], [0.8156832369738569, 48.273952445063905], [0.815306837896487, 48.2743904392195], [0.814983717348426, 48.274956026644155], [0.8148079195914565, 48.27541002419265], [0.8145640284685876, 48.27592952798128], [0.8142181753303915, 48.276412381686406], [0.8139932944313052, 48.27671546915982], [0.8135220084274207, 48.277212151519045], [0.8133497572749562, 48.27753593616221], [0.8131089950614316, 48.278179249234256], [0.8129072367252606, 48.27874231112419], [0.8127363473818588, 48.27907732144218], [0.8124200860449, 48.279476324656116], [0.812072338455443, 48.27987934666288], [0.8116367024567508, 48.28026315017133], [0.8113567361778381, 48.28049545914392], [0.8111121956978228, 48.28090006770308], [0.8108919913611046, 48.281562807173295], [0.8107579309048895, 48.28204138456374], [0.8106815071214994, 48.28250673972141], [0.8106179585505803, 48.283005673968105], [0.8106482955604183, 48.28347776822812], [0.810711342972251, 48.28436484482187], [0.8107476613617096, 48.28538002634403], [0.8108127332333117, 48.28631019901392], [0.8107491898910266, 48.286863581696494]], ""type"": ""LineString""}";2529;399;2529.9762165;2529.976216492099
Villiers-Saint-Orien;;41;de Vallières;28418;Bonnevalais;Châteaudun;CHATEAUDUN;tr3.1;tr3.1-28418;THVL.11-28283,F27.B-28283;Non;1;Chemin rural;Commune;Domaine privé de la commune;2007-09-14;2007-07-05;;;;;;48.122778751180334, 1.4715948457539962;"{""coordinates"": [[1.4673793963863766, 48.12628732541303], [1.467323234488137, 48.12579582558755], [1.4674142721757357, 48.125387139394974], [1.467727646259527, 48.12509622448135], [1.4687825092119224, 48.1245336580635], [1.4702870269759998, 48.12367211340379], [1.4715722610667978, 48.12301249713207], [1.4727010461744656, 48.12242502656331], [1.4735404553678233, 48.121609227032486], [1.4741711816995562, 48.12095063288323], [1.4747262588998828, 48.12044822068605], [1.475578451085234, 48.11977430506693], [1.4760538800130707, 48.119578112512876], [1.4763148977830682, 48.11941840597411]], ""type"": ""LineString""}";1047;402;1047.56563769;1047.565637697276
Trizay-Coutretot-Saint-Serge;;;de Mondoucé;28395;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr11.1;tr11.1-28395;F35.C-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-27;;;;;;48.28968234136739, 0.8578222471579754;"{""coordinates"": [[0.8604725551485303, 48.2882434804595], [0.86027440768972, 48.288351428927996], [0.8599408017307192, 48.28865795617326], [0.8595664104981552, 48.288892301790746], [0.8592774827234795, 48.28906508570242], [0.858692074137984, 48.28934843360189], [0.8581303848161715, 48.28958788170442], [0.857636753540275, 48.289880193841626], [0.8572742621452917, 48.29001889537119], [0.856953792798519, 48.290133352375484], [0.8563528609033368, 48.29035273165754], [0.8559574853400675, 48.29050109047052], [0.8555138322945568, 48.29066093881567], [0.8551092934519997, 48.29081719422167], [0.855020225639016, 48.29081856836781]], ""type"": ""LineString""}";501;404;501.02635455;501.026354544641
Trizay-Coutretot-Saint-Serge;;;Le Chemin Neuf;28395;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr13.1;tr13.1-28395;T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-27;;;;;;48.29762714417903, 0.888258856799761;"{""coordinates"": [[0.8832114446634605, 48.29763720708363], [0.8833550586460495, 48.29761596287177], [0.883760675905615, 48.29764703237066], [0.8840856985789924, 48.29764093875877], [0.8848891806051233, 48.297549030113984], [0.8854473113403576, 48.29741761750329], [0.8858516211656841, 48.29730339168157], [0.8861472170796751, 48.297230088057084], [0.886530537077666, 48.29717084712583], [0.8868554655219028, 48.297190348954544], [0.8880189851584152, 48.29745640755632], [0.8889445568231141, 48.29778250772826], [0.8893490716764297, 48.29793022628138], [0.8899449623824331, 48.29805962130696], [0.890551569237051, 48.298263652867504], [0.8908752436276347, 48.298409905761375], [0.891077349041474, 48.29835397370997], [0.8913187397250171, 48.29820824958948], [0.8915364958914938, 48.29802876325136], [0.891752727986994, 48.29788735207056], [0.8920433040498119, 48.29770285933087], [0.8921157196376139, 48.29746755158385], [0.8922310918358026, 48.29726004476584], [0.8923902119702365, 48.29702950362799], [0.8926907070761423, 48.29671321792787]], ""type"": ""LineString""}";847;406;847.21100124;847.2110012393354
